"","X","abalone_number","Intercept","umol.L.sec","Temp.C"
"237",237,"blank_amb_channel5_Trial4_prehw_10_29_20_O2",225.38486876563,-0.000417029164171729,17.3983033707865
"238",238,"blank_amb_channel6_Trial10_prehw_10_30_20_O2",172.519770777751,-0.00125680501460562,17.4943723404255
"239",239,"blank_amb_channel6_Trial11_prehw_10_30_20_O2",176.243450185087,-0.00090877338772632,17.5119302325581
"240",240,"blank_amb_channel6_Trial3_prehw_10_29_20_O2",191.660754828528,2.73832457202771e-06,17.5605
"241",241,"blank_amb_channel6_Trial6_prehw_10_30_20_O2",188.585109312318,-0.00108151290165534,17.4374418604651
"242",242,"blank_amb_channel6_Trial7_posthw_11_25_20_O2",189.039137456012,-0.000648272560026428,17.5498230088496
"243",243,"blank_amb_channel6_trial8_final_12_12_20_O2",180.460508851194,-0.000830287137862378,17.4428048780488
"244",244,"blank_amb_channel7_Trial1_prehw_10_29_20_O2",202.692497067412,0.000579448982707945,17.6002405063291
"245",245,"blank_amb_channel8_trial7_final_12_12_20_O2",227.63362179185,-0.000673545999820975,17.5144947368421
"246",246,"blank_amb_channel8_Trial7_prehw_10_30_20_O2",222.892905985922,-0.00273342873020285,17.6015632183908
"247",247,"blank_amb_channel8_Trial8_posthw_11_25_20_O2",226.441181155561,-0.00140350948676793,17.3378322981366
"248",248,"blank_amb_channel8_Trial8_prehw_10_30_20_O2",220.078981449212,-0.00125489655304041,17.5159259259259
"249",249,"blank_amb_channel9_trial6_final_12_12_20_O2",219.506233866628,-0.000483394874781618,17.2986448598131
"250",250,"blank_amb_channel9_Trial9_posthw_11_25_20_O2",214.875316552795,-0.00247842570473006,17.5650421052632
"251",251,"blank_hw_channel10_Trial6_posthw_11_25_20_O2",196.848628261744,-0.000394458927477877,21.0563703703704
"252",252,"blank_hw_channel2_Trial1_posthw_11_24_20_O2",212.673839464091,4.04265436229623e-06,21.1110606060606
"253",253,"blank_hw_channel2_trial5_final_12_12_20_O2",222.909083932195,-4.79815078235896e-05,17.4333888888889
"254",254,"blank_hw_channel4_Trial2_posthw_11_24_20_O2",211.67189680211,-0.000349782487967405,21.1041604938272
"255",255,"blank_hw_channel6_trial1_final_12_11_20_O2",191.224606328984,-9.85222069597137e-05,17.4364137931034
"256",256,"blank_hw_channel7_Trial5_posthw_11_25_20_O2",190.815037611531,0.000101246252212551,21.1906116504854
"257",257,"blank_hw_channel9_trial2_final_12_11_20_O2",222.462171384028,-0.00033978819755654,17.328
